Id,SalePrice
1461,128730.08
1462,159078.4
1463,184869.09
1464,182197.3
1465,195641.56
1466,183254.12
1467,170074.04
1468,175532.47
1469,182743.51
1470,123252.26
1471,200015.32
1472,93209.0
1473,98121.0
1474,155169.5
1475,145936.34
1476,380050.31
1477,247572.52
1478,308738.32
1479,251086.92
1480,463646.26
1481,305738.48
1482,209936.01
1483,177067.16
1484,179561.8
1485,170321.25
1486,201110.5
1487,328327.12
1488,242030.7
1489,214545.52
1490,201100.78
1491,190739.41
1492,97474.14
1493,172192.72
1494,296440.61
1495,303206.17
1496,231694.54
1497,194417.69
1498,154954.79
1499,154114.95
1500,151960.42
1501,173898.0
1502,167124.82
1503,300234.84
1504,230830.54
1505,215359.56
1506,184457.24
1507,223922.2
1508,198490.74
1509,161986.66
1510,151171.75
1511,152545.0
1512,172270.42
1513,142096.3
1514,155042.59
1515,178474.74
1516,154033.05
1517,159430.46
1518,129080.06
1519,224962.66
1520,138016.5
1521,144630.09
1522,155305.24
1523,114171.07
1524,122609.0
1525,125938.07
1526,128414.0
1527,103524.77
1528,128485.0
1529,140887.0
1530,169667.0
1531,131187.0
1532,103493.33
1533,148829.46
1534,115840.84
1535,161005.04
1536,112504.63
1537,77237.72
1538,183618.5
1539,240388.52
1540,116913.93
1541,144887.34
1542,149728.09
1543,218297.48
1544,79389.09
1545,103084.5
1546,119959.0
1547,144447.43
1548,141843.3
1549,118198.0
1550,145417.09
1551,116746.65
1552,145415.0
1553,142843.5
1554,113612.4
1555,171267.79
1556,97486.82
1557,124470.34
1558,94582.51
1559,113643.34
1560,143472.0
1561,155396.8
1562,127179.16
1563,126883.2
1564,166906.72
1565,160330.27
1566,212535.7
1567,79406.15
1568,225304.48
1569,145191.38
1570,132235.75
1571,134507.4
1572,148465.37
1573,239556.18
1574,120168.18
1575,217651.04
1576,210479.99
1577,206335.01
1578,141154.53
1579,145631.9
1580,190587.45
1581,142544.7
1582,129251.5
1583,325915.08
1584,237800.43
1585,139327.0
1586,79131.67
1587,104702.2
1588,156312.74
1589,101980.67
1590,132421.37
1591,104330.66
1592,125511.68
1593,116362.5
1594,139019.9
1595,122859.34
1596,232246.63
1597,167539.55
1598,177588.71
1599,222268.86
1600,191668.36
1601,79619.33
1602,116843.0
1603,93376.1
1604,274881.24
1605,247093.44
1606,168960.9
1607,157737.83
1608,217431.72
1609,206216.55
1610,165084.7
1611,148944.37
1612,168498.71
1613,167265.07
1614,123627.7
1615,90497.0
1616,83714.0
1617,88214.0
1618,127271.0
1619,135180.0
1620,159465.95
1621,135026.97
1622,155759.5
1623,297891.63
1624,210371.7
1625,129105.66
1626,173728.4
1627,187555.85
1628,280635.2
1629,176425.83
1630,358426.09
1631,216735.68
1632,249189.83
1633,168275.47
1634,183992.65
1635,180251.4
1636,159305.05
1637,181728.9
1638,214262.2
1639,176551.0
1640,241570.85
1641,185625.0
1642,226837.9
1643,218663.51
1644,217881.95
1645,179262.0
1646,155974.24
1647,163955.06
1648,144584.25
1649,141605.25
1650,123401.56
1651,121353.24
1652,93409.0
1653,99263.54
1654,158858.32
1655,162324.65
1656,152056.0
1657,153096.0
1658,155571.6
1659,145739.0
1660,145493.43
1661,439224.93
1662,388572.35
1663,372268.88
1664,461157.19
1665,316567.64
1666,328650.41
1667,352138.42
1668,325038.64
1669,304025.35
1670,331309.14
1671,260755.03
1672,469727.36
1673,307642.5
1674,251103.6
1675,190208.65
1676,194047.12
1677,210630.32
1678,468066.42
1679,377863.34
1680,321982.54
1681,269824.08
1682,299017.77
1683,185138.84
1684,170240.05
1685,175167.02
1686,169110.43
1687,166440.27
1688,185977.57
1689,187708.44
1690,180972.8
1691,173276.84
1692,267512.67
1693,170594.39
1694,185576.0
1695,171050.25
1696,261783.17
1697,172192.02
1698,345321.73
1699,330448.43
1700,246726.97
1701,262750.27
1702,252915.46
1703,252902.43
1704,292161.91
1705,246990.91
1706,455965.03
1707,221150.24
1708,217317.93
1709,283713.49
1710,229285.7
1711,265120.2
1712,237030.38
1713,250052.53
1714,222286.45
1715,201478.15
1716,171224.98
1717,162570.73
1718,138114.08
1719,206412.75
1720,247117.38
1721,164092.37
1722,127071.75
1723,155095.5
1724,217710.53
1725,233151.9
1726,191566.18
1727,173258.68
1728,189475.66
1729,164745.69
1730,156360.06
1731,124665.99
1732,134270.53
1733,124931.59
1734,133948.0
1735,131922.0
1736,115108.83
1737,367693.13
1738,219395.59
1739,266126.14
1740,194358.82
1741,179588.28
1742,174296.33
1743,173610.65
1744,320086.65
1745,242883.27
1746,274789.47
1747,216951.0
1748,205336.8
1749,162104.5
1750,154672.0
1751,230878.46
1752,123160.0
1753,137649.09
1754,221565.41
1755,166525.85
1756,124143.74
1757,120573.32
1758,150288.87
1759,163122.0
1760,161171.5
1761,155188.62
1762,179158.37
1763,164726.5
1764,118610.42
1765,165925.55
1766,173741.5
1767,195828.22
1768,142503.0
1769,160995.64
1770,140463.25
1771,138732.39
1772,137440.0
1773,145037.34
1774,133761.11
1775,135806.0
1776,119628.93
1777,117324.0
1778,131149.75
1779,115305.58
1780,172620.31
1781,134886.84
1782,95689.34
1783,129273.29
1784,97983.54
1785,117741.5
1786,149855.72
1787,163674.25
1788,60652.22
1789,99315.36
1790,88478.15
1791,177927.49
1792,155596.0
1793,139056.5
1794,141546.0
1795,138270.58
1796,118998.6
1797,115424.31
1798,127254.8
1799,115515.83
1800,125957.5
1801,126955.45
1802,146146.63
1803,149095.84
1804,142478.7
1805,135751.75
1806,113468.34
1807,138608.37
1808,118815.35
1809,124954.22
1810,147459.74
1811,115177.5
1812,113294.08
1813,121457.5
1814,99386.7
1815,65348.38
1816,103916.12
1817,120392.32
1818,131295.87
1819,113532.28
1820,81688.0
1821,119393.87
1822,140139.71
1823,61530.83
1824,143583.75
1825,143975.53
1826,100434.5
1827,107311.06
1828,140622.68
1829,112976.42
1830,135608.39
1831,164596.9
1832,111560.4
1833,147082.75
1834,124880.67
1835,175386.84
1836,121828.0
1837,103178.84
1838,131937.83
1839,87618.93
1840,167368.59
1841,150961.58
1842,88409.01
1843,145266.0
1844,136780.81
1845,140268.59
1846,152715.5
1847,155907.66
1848,61522.72
1849,112508.04
1850,132149.5
1851,154220.0
1852,130165.59
1853,136416.38
1854,173601.35
1855,141610.0
1856,224136.45
1857,150559.35
1858,139895.77
1859,121535.9
1860,157674.11
1861,120302.7
1862,272124.31
1863,269548.61
1864,269548.61
1865,330214.28
1866,320879.61
1867,242557.99
1868,296818.13
1869,190714.71
1870,255337.63
1871,256309.37
1872,170595.84
1873,225964.28
1874,139046.5
1875,205430.38
1876,195695.0
1877,210168.0
1878,213595.47
1879,136830.5
1880,136482.5
1881,236557.73
1882,260195.95
1883,198351.75
1884,216377.95
1885,257195.73
1886,289077.19
1887,201543.19
1888,279389.56
1889,165240.12
1890,139675.34
1891,141724.5
1892,111717.74
1893,139768.82
1894,127887.81
1895,147932.0
1896,125803.04
1897,116197.2
1898,107152.99
1899,124110.76
1900,147151.79
1901,168895.34
1902,136966.18
1903,219137.65
1904,137452.8
1905,181581.7
1906,152570.75
1907,200322.68
1908,116831.5
1909,137026.83
1910,126682.16
1911,189825.8
1912,251882.8
1913,146174.34
1914,67750.42
1915,334980.74
1916,75396.11
1917,259862.14
1918,137230.6
1919,157024.6
1920,160220.02
1921,406798.82
1922,321734.11
1923,208023.45
1924,238850.39
1925,223343.71
1926,379171.43
1927,141186.0
1928,152707.18
1929,129921.2
1930,127316.37
1931,142137.37
1932,139056.46
1933,170425.35
1934,184215.35
1935,177321.64
1936,191855.8
1937,180318.97
1938,169085.92
1939,245162.63
1940,197751.56
1941,177380.84
1942,186976.0
1943,198881.02
1944,323377.44
1945,369906.48
1946,157370.52
1947,317330.37
1948,173909.8
1949,243158.06
1950,180748.62
1951,262492.1
1952,246127.35
1953,164650.12
1954,206169.75
1955,129781.92
1956,276747.09
1957,154676.69
1958,315413.52
1959,142128.04
1960,115368.98
1961,120963.83
1962,94686.0
1963,103579.5
1964,112770.99
1965,155234.92
1966,161083.5
1967,289781.17
1968,395743.39
1969,382017.51
1970,428066.14
1971,410288.15
1972,357349.01
1973,267641.25
1974,316235.4
1975,468822.27
1976,271362.57
1977,367231.79
1978,354943.88
1979,331934.77
1980,193524.49
1981,333966.72
1982,227364.66
1983,214156.0
1984,167627.63
1985,208987.98
1986,204776.43
1987,181943.46
1988,178441.42
1989,185320.0
1990,218696.99
1991,215736.14
1992,215038.15
1993,172897.05
1994,240730.72
1995,183239.9
1996,257754.13
1997,319787.3
1998,345856.34
1999,250329.36
2000,313383.25
2001,272028.64
2002,232349.15
2003,254362.22
2004,263876.72
2005,230391.44
2006,223396.42
2007,251103.04
2008,213311.24
2009,191770.9
2010,189535.1
2011,144785.59
2012,179979.31
2013,182222.0
2014,190447.5
2015,193478.61
2016,194058.0
2017,204725.72
2018,128512.25
2019,136839.0
2020,123787.6
2021,117309.5
2022,174924.89
2023,154238.66
2024,215496.2
2025,353792.17
2026,187002.44
2027,148649.8
2028,154381.16
2029,170970.0
2030,284864.22
2031,260437.63
2032,285549.16
2033,279832.19
2034,166286.98
2035,203291.41
2036,190641.0
2037,201466.56
2038,327276.12
2039,209360.56
2040,406521.29
2041,282505.6
2042,203430.74
2043,166672.0
2044,174324.11
2045,224500.28
2046,135948.44
2047,150032.44
2048,133776.08
2049,135428.68
2050,176055.55
2051,103716.5
2052,135103.09
2053,143857.25
2054,88790.22
2055,159205.0
2056,130293.94
2057,130603.5
2058,206095.4
2059,128859.21
2060,169315.0
2061,166026.27
2062,138466.25
2063,114711.08
2064,136624.13
2065,121593.5
2066,173253.22
2067,142690.1
2068,133654.92
2069,88556.0
2070,110200.83
2071,97670.13
2072,134041.48
2073,136030.6
2074,176937.83
2075,145058.25
2076,119889.17
2077,146534.0
2078,129291.83
2079,130673.34
2080,115015.31
2081,120925.66
2082,130714.74
2083,145823.68
2084,110568.88
2085,132952.25
2086,116516.09
2087,122862.76
2088,106654.91
2089,92275.91
2090,135572.35
2091,122088.5
2092,130351.33
2093,137628.89
2094,142005.13
2095,143928.0
2096,88726.29
2097,96866.5
2098,145734.18
2099,67574.11
2100,116723.22
2101,125184.38
2102,146623.29
2103,102597.34
2104,134596.87
2105,127467.5
2106,78613.61
2107,251006.35
2108,116550.59
2109,113629.41
2110,125206.55
2111,159160.65
2112,145471.18
2113,118372.0
2114,109511.53
2115,158954.75
2116,113876.8
2117,147804.11
2118,121853.45
2119,109974.14
2120,109490.5
2121,97341.52
2122,107064.76
2123,93235.5
2124,191091.1
2125,127844.07
2126,155942.75
2127,151169.65
2128,127740.12
2129,99077.0
2130,143950.02
2131,151157.22
2132,113592.33
2133,117618.82
2134,118703.8
2135,106213.91
2136,86641.08
2137,115199.69
2138,136518.09
2139,152244.87
2140,139018.0
2141,140730.03
2142,141423.55
2143,147087.0
2144,118131.57
2145,135661.5
2146,147313.44
2147,163931.6
2148,127438.5
2149,136693.5
2150,228282.55
2151,136988.8
2152,171298.5
2153,155009.5
2154,110591.5
2155,128671.84
2156,223196.0
2157,240572.74
2158,234895.71
2159,217080.0
2160,172334.23
2161,247125.85
2162,410983.5
2163,333712.86
2164,255681.32
