SalePrice,id
120720.99,1461
163847.94,1462
186070.56,1463
196601.1,1464
184095.36,1465
174130.67,1466
200000.27,1467
162762.34,1468
197721.05,1469
123790.555,1470
227467.48,1471
118481.58,1472
110399.15,1473
165265.05,1474
117385.05,1475
294328.34,1476
224074.58,1477
261753.27,1478
251432.14,1479
379510.66,1480
300956.2,1481
205184.72,1482
161368.03,1483
169421.58,1484
170938.14,1485
195188.8,1486
274729.75,1487
238240.05,1488
174046.14,1489
235431.97,1490
184860.95,1491
94668.945,1492
202458.77,1493
256577.8,1494
289118.12,1495
249746.7,1496
177222.77,1497
157079.92,1498
159879.22,1499
154075.34,1500
172721.73,1501
147938.5,1502
266978.9,1503
242954.23,1504
232716.05,1505
189896.19,1506
266783.03,1507
199383.9,1508
154088.98,1509
143102.95,1510
151049.67,1511
176265.38,1512
151556.81,1513
171174.94,1514
226090.34,1515
149693.98,1516
174442.12,1517
131803.52,1518
242921.73,1519
130987.555,1520
128385.89,1521
183451.23,1522
101969.82,1523
109664.29,1524
116868.07,1525
114000.99,1526
105802.164,1527
158011.47,1528
132214.0,1529
205817.48,1530
145754.03,1531
110965.69,1532
138822.25,1533
129188.27,1534
163236.14,1535
108450.586,1536
76524.4,1537
165941.83,1538
199185.78,1539
114300.58,1540
156677.48,1541
154600.03,1542
206529.72,1543
81567.016,1544
132117.06,1545
158193.48,1546
156050.3,1547
138231.84,1548
125940.055,1549
142187.52,1550
131659.55,1551
134273.69,1552
146204.95,1553
128331.46,1554
164170.62,1555
95500.945,1556
114345.49,1557
105373.96,1558
96665.76,1559
143772.36,1560
127843.39,1561
126155.234,1562
116649.47,1563
176655.5,1564
148909.02,1565
240563.25,1566
71680.25,1567
229193.25,1568
112284.94,1569
134836.86,1570
116646.805,1571
152610.44,1572
234701.62,1573
128989.5,1574
229334.95,1575
246347.02,1576
174679.22,1577
138811.52,1578
144796.12,1579
198524.38,1580
141463.14,1581
122474.77,1582
320494.25,1583
222727.47,1584
143899.77,1585
62520.816,1586
106044.58,1587
147692.23,1588
102003.99,1589
136925.98,1590
81358.836,1591
132654.27,1592
120962.22,1593
125393.31,1594
114739.516,1595
220195.31,1596
172317.62,1597
176960.0,1598
184913.98,1599
182053.11,1600
57458.496,1601
124206.586,1602
85755.68,1603
272296.47,1604
256613.94,1605
177216.03,1606
180614.58,1607
199754.7,1608
167107.69,1609
138948.88,1610
138627.11,1611
167142.58,1612
180764.61,1613
135910.25,1614
89336.14,1615
84243.15,1616
101573.234,1617
115776.84,1618
135764.81,1619
188982.0,1620
139932.72,1621
133857.42,1622
259206.34,1623
220788.69,1624
115090.0,1625
173560.42,1626
200481.38,1627
272682.9,1628
180658.33,1629
358284.72,1630
216499.39,1631
245176.8,1632
166801.66,1633
199391.69,1634
181830.22,1635
153895.97,1636
198951.06,1637
206157.45,1638
200367.95,1639
259434.88,1640
199361.66,1641
230714.39,1642
224902.95,1643
226798.31,1644
214634.52,1645
158923.69,1646
164959.12,1647
133405.72,1648
129993.67,1649
111653.984,1650
117042.445,1651
116594.81,1652
116149.93,1653
163553.77,1654
159104.8,1655
163871.3,1656
166386.23,1657
163469.97,1658
135235.22,1659
151967.83,1660
373537.53,1661
340849.88,1662
330353.25,1663
407554.56,1664
276148.56,1665
309690.88,1666
317146.03,1667
307917.06,1668
283617.66,1669
305816.75,1670
274958.56,1671
363038.53,1672
272091.3,1673
246441.6,1674
208652.1,1675
218665.34,1676
229611.34,1677
393415.16,1678
333894.8,1679
298056.94,1680
230344.25,1681
293800.4,1682
198968.95,1683
178733.53,1684
169195.0,1685
175644.02,1686
161355.14,1687
194363.19,1688
196060.05,1689
199798.17,1690
183923.05,1691
251682.22,1692
157814.25,1693
188861.52,1694
161489.69,1695
279255.7,1696
163671.7,1697
338441.88,1698
282622.94,1699
238153.33,1700
273603.28,1701
249382.4,1702
252544.47,1703
286267.7,1704
226022.2,1705
390451.66,1706
197127.34,1707
205846.31,1708
257869.9,1709
214950.4,1710
258283.42,1711
255131.4,1712
284377.56,1713
228491.97,1714
195741.25,1715
174054.73,1716
169723.23,1717
128863.336,1718
194231.9,1719
244449.69,1720
169058.86,1721
115021.36,1722
164084.53,1723
205765.62,1724
232125.92,1725
180971.03,1726
162080.8,1727
173800.36,1728
156311.16,1729
161681.89,1730
107333.35,1731
115396.08,1732
111270.44,1733
111751.57,1734
133990.19,1735
108569.086,1736
319970.03,1737
232048.05,1738
303654.66,1739
222697.69,1740
195179.56,1741
176092.19,1742
181211.3,1743
301325.16,1744
198699.9,1745
207396.42,1746
228250.03,1747
231105.52,1748
152880.34,1749
148499.25,1750
244749.34,1751
113633.24,1752
158579.17,1753
219667.53,1754
165138.86,1755
130660.81,1756
110383.31,1757
143203.8,1758
162037.92,1759
176465.55,1760
170392.44,1761
163590.61,1762
164766.03,1763
103207.5,1764
185473.53,1765
192204.56,1766
242203.81,1767
136280.67,1768
175201.11,1769
146815.6,1770
122330.83,1771
128832.945,1772
116777.41,1773
134476.06,1774
139771.72,1775
117626.74,1776
98779.336,1777
142258.27,1778
106358.336,1779
189004.69,1780
122402.99,1781
73593.14,1782
132947.86,1783
101041.49,1784
112687.984,1785
132112.38,1786
158199.67,1787
44623.777,1788
92226.22,1789
56499.03,1790
205619.14,1791
157427.19,1792
149319.27,1793
164094.81,1794
127573.05,1795
122203.45,1796
137596.61,1797
111897.375,1798
100246.82,1799
111056.48,1800
122212.76,1801
153097.34,1802
155900.45,1803
143763.66,1804
142476.81,1805
134145.83,1806
143681.42,1807
109313.27,1808
102499.56,1809
150593.6,1810
84610.69,1811
105148.46,1812
130215.24,1813
86573.22,1814
60776.52,1815
97286.65,1816
102380.61,1817
146703.11,1818
133996.8,1819
62326.664,1820
111475.3,1821
149529.4,1822
54740.44,1823
136347.11,1824
134788.6,1825
93712.086,1826
104518.62,1827
141243.11,1828
129759.87,1829
149409.56,1830
169340.03,1831
110828.44,1832
139067.55,1833
128532.51,1834
139996.28,1835
131969.55,1836
99294.46,1837
135367.05,1838
92189.69,1839
154926.67,1840
122483.734,1841
81033.31,1842
129715.625,1843
133262.3,1844
118741.61,1845
150919.72,1846
152048.61,1847
54551.016,1848
106841.63,1849
112849.56,1850
158750.48,1851
118199.555,1852
127292.43,1853
171214.92,1854
152023.58,1855
225624.12,1856
150372.64,1857
132997.5,1858
118724.23,1859
144552.77,1860
117795.93,1861
290730.8,1862
290612.38,1863
290613.47,1864
303075.7,1865
308534.6,1866
239279.73,1867
296911.97,1868
226049.7,1869
241890.9,1870
236404.95,1871
165314.52,1872
239886.84,1873
142725.31,1874
210865.47,1875
212677.36,1876
231331.4,1877
200576.97,1878
112249.22,1879
140731.0,1880
266023.1,1881
245826.94,1882
184225.19,1883
202512.23,1884
259734.97,1885
294702.12,1886
226969.95,1887
283378.75,1888
160737.44,1889
117111.54,1890
150882.03,1891
92613.79,1892
